filename,mean_mfccs,mean_chroma,mean_mel,mean_contrast,mean_tonnetz,stddev_mfccs,stddev_chroma,stddev_mel,stddev_contrast,stddev_tonnetz,valence,arousal
2,-1.35042072132151,0.620012016128418,2.7364698802259,21.2625083952984,-0.006250378818511,29.5396035123731,0.080677377142617,8.1560754369749,5.37567630051571,0.049808306546348,3.1,3
3,0.71542847129906,0.629392128803342,4.13787158642413,22.8943524012033,0.026534368779452,45.1336863209624,0.060497769584234,22.3865678292885,5.55298873267259,0.040816533454707,3.5,3.3
4,0.480457050130416,0.536247282624077,8.98951408629586,22.0220759301348,0.004855990065405,26.1549600406514,0.118329756359243,33.9912199904071,6.3604495420264,0.051443953282136,5.7,5.5
5,-6.19024828918107,0.474488938060849,5.63898452443248,24.1292610199568,-0.001705573020584,30.1979668132809,0.112287589811885,13.235210598476,4.51949542032009,0.051142213645737,4.4,5.3
7,0.371644285366298,0.595601538909742,17.6677656466062,19.8065150224828,0.006256913970568,31.6215171088904,0.050017241487581,88.5061226585562,6.68928934611742,0.01584246076416,5.8,6.4
8,-0.282211263928523,0.509528269008532,4.52021150712922,21.0641465806784,0.012875451330728,52.5680444145766,0.093743412110661,24.3626615591978,5.27436761117151,0.038760059990853,3.2,4.8
10,-2.37525443022425,0.42338925670776,1.20947048911339,23.1634208599998,0.001482158114587,47.2005067140524,0.059462038954908,2.49191046936128,4.60216318817172,0.01791965843465,4,4.7
12,-0.837262592147457,0.612575898963077,13.538498963685,19.8054390091173,0.029418236740946,23.190265805567,0.042607395371823,48.8095910300178,6.20016279352339,0.028269148002137,5.5,5.8
13,-6.02854080349464,0.454935868875342,4.55122035587077,24.4518144457078,0.005051412888569,36.5341575529635,0.073542513770065,15.8761419872152,4.31317203266444,0.017209674981808,3.2,4
17,-0.601007781161008,0.593885824874849,11.3683412590142,21.2539395080763,0.017345765193996,22.2987710432515,0.063351830153524,35.3029578576758,5.85139565751557,0.041998807187171,4.4,6
18,-3.798768323213,0.538358601180587,1.27373490066823,22.7394781458523,0.029605968011947,34.1084061766018,0.08490213124387,2.90465929952286,6.43536509132197,0.045988021244597,4.8,3.9
19,1.06048183889819,0.604135875072916,12.3245096654268,21.453340668231,-0.005833003789892,25.350153482911,0.074601414892497,36.9584179698192,5.27608842713535,0.013741678566246,5.9,4.3
20,0.478936853469832,0.551765438278205,3.7727190653551,20.9405983160067,0.006811267280592,25.7412199904029,0.062973062517142,6.82116586877995,5.16734922752823,0.014532208126293,5.4,6.5
21,-2.36465118401182,0.486503108338727,9.53992514083911,24.3351507855278,0.015387317493051,24.2332271388403,0.153765381791352,27.2725813256455,5.94481040164197,0.08836510043245,6.6,6.3
22,-0.734660029420053,0.63279958704197,3.58631197355999,21.013017767128,-0.003642469785943,30.9801392975759,0.06666340552647,10.0544490715895,5.7586071586724,0.026206906410555,4,4.8
24,-3.11891751246132,0.50256426175523,5.85883117278635,21.5288749356346,-0.022361796965766,23.1356007280219,0.054539437950788,13.6222601152091,5.97252701096318,0.030327754181192,5.3,3.9
25,0.370321783087139,0.690581604063889,4.41488577646668,19.5079171334831,0.006139908765806,20.8343462130739,0.046363394713473,18.4157500974,7.06757447840624,0.028399499058268,7.9,4.7
31,-0.020713768295494,0.585864236144761,4.03670476852595,21.4029320494723,-0.004535932153142,26.23087476103,0.0493425267247,13.1432349097439,6.84460570909266,0.014976336984332,4.7,3.8
32,-1.85694071259123,0.529660079731692,14.092726995681,23.3513307256004,0.010352436649789,28.6348372479551,0.106903370923384,19.7134257756832,5.37464800093878,0.04179560917262,4.2,3.3
35,-1.86035519273645,0.447555410366578,13.7303515872481,23.1159456472161,-0.04019715623414,25.3977124924352,0.075288913779191,30.5711938132971,5.43034405799036,0.045113086220368,4.8,6.5
37,-0.530419385757919,0.668858990361669,5.22423521272849,19.8795717909544,0.00528343485219,23.2174458205827,0.064919836014193,17.4201822331657,6.88526696321689,0.015382101982656,6.6,5.3
39,-1.47624003259297,0.57249192491929,7.46354683621136,21.3749116778211,0.011923341705982,16.7740374097418,0.057184838141224,9.81887743656839,7.48505093640864,0.019555647076943,7.3,5.4
40,-3.09432693098903,0.552950929798837,2.64771367552266,21.6927601397384,0.024548459336389,35.9223414402669,0.046731895940373,5.83393075255047,5.13875974245586,0.035505467927848,4.6,4.8
41,-0.293145119850161,0.673602265749544,6.33609273614268,20.0557075559039,-0.012734022011125,25.7546674105136,0.084273215464861,15.8107632826663,5.85079147311815,0.032428489686621,4.3,5.1
42,1.75835901881753,0.701580652450356,5.01222767039134,19.0343813584372,0.005642810508418,25.1702019804326,0.074124802444447,13.4711692716258,5.42980408446608,0.015230730974922,6.1,5.1
43,4.6753005244138,0.653460509827323,54.008153191189,19.7647111312928,-0.009945491762637,22.3523399202977,0.057165977635464,185.586518467945,6.95221607567175,0.017894684781826,6.7,3.5
44,-1.4258377501597,0.559825793704459,3.59595841269098,22.2544196492701,-0.019530052009212,31.8916920644244,0.07181515021073,9.49032974177229,4.71856883929799,0.039617495184271,3.9,4.9
45,0.919129770138257,0.625532827371396,25.6605292404372,21.1523906162569,-0.003998239258434,32.7687756420658,0.070164500049575,52.2373503772054,6.79729826174393,0.011920259548889,5.1,2.1
46,-1.60240487969495,0.609412440787387,3.93384414684803,19.9710949016068,-0.024887564421208,31.0778212059808,0.083919568478001,10.8645139468659,5.54862725258364,0.035325247285422,5.3,4
47,0.527989539540316,0.674916821578354,4.78972797156104,19.6584116290067,0.013585059444262,29.5743538096881,0.084086961169212,16.9799863024896,5.84797937452732,0.025440504653804,4.4,4.4
48,-0.739583386621253,0.68885553300973,2.64098059925579,20.2047439726403,-0.006746425239023,29.5506438488436,0.084728156332741,7.24738546059106,5.50457473013168,0.016888281943275,4.5,4.8
49,-3.93776130301169,0.53683425809309,12.5797046108037,24.2565510588781,0.010257423049076,28.4655213429277,0.105747796299521,32.4728529587298,5.05153899450565,0.030744487454673,3.9,5.3
50,-3.23282759836411,0.473095927749679,4.55222170267262,24.1494483608499,-0.030029939509079,53.8965100627406,0.066821292502931,19.2759753955123,6.15207171135139,0.047431353332746,3.6,4.8
51,0.709110215745222,0.58370127786856,5.75230640343764,23.216459484638,-0.024043275903677,38.2091621211501,0.055111443065984,18.1791808491442,5.29077116014258,0.078720462772629,3.6,3.2
52,4.18848136938213,0.61175926821766,42.1714441856697,21.0919964101814,-0.028743747650748,19.3392569093061,0.059502119282485,169.103305883037,6.09302043426704,0.046733920633418,4.6,5.1
53,-1.72548772415853,0.616058783417251,2.4659792814381,21.9287881085828,0.002683838471357,34.4871648277086,0.090869703663329,4.94648756256524,5.44968264421016,0.017443551024302,4.3,5.1
54,-0.402408782514695,0.600098241930577,5.44679215222766,23.9383500320326,0.035795770523883,40.3377686853034,0.079980676923658,21.7151238339373,5.92535518242097,0.055448443022906,3.1,3.3
55,-2.22022525047599,0.469550945331517,3.94752885266717,22.4876901907836,0.008371734450142,40.6166800789573,0.071931474534691,7.09410715502017,5.24890563838391,0.037815401442892,5.8,5.4
56,1.61088667673002,0.550915265992853,14.2107429757134,21.8157168003837,0.030361336238039,18.9183845257006,0.09662045517439,27.939215319369,4.4735057770848,0.041113913621594,6.4,5.8
58,1.62058463956519,0.503976186027863,9.92043635466906,23.5283786513919,0.02176284996111,33.7526267374423,0.043308307334157,46.8226979850139,6.06795031135541,0.049682357045153,3.3,3.4
59,1.2810125630085,0.620854035397435,28.93131107184,20.9580982435103,-0.013909803861158,21.9397599698158,0.077954958818608,61.5665720615097,6.45017002081852,0.049612356439272,5.3,4.1
60,-2.41661706522337,0.607686891270811,2.46939310156362,22.4549205841124,-0.010747625684034,29.9735842534992,0.10711537096542,6.81014614839502,6.6697858023783,0.026562099072049,4.3,6.4
62,-0.813571202884856,0.632262641245528,2.88894061188466,21.0439792407442,0.006022803519598,28.8517822783114,0.083572330920247,4.74614623678163,7.05726024761284,0.01126691710099,6.2,3.9
64,0.20316758569703,0.644481547906866,3.38620140124324,19.9558716340846,0.011452014814026,24.9585537988389,0.089737233766088,8.58487704117739,5.34814179728118,0.031176803665146,3.6,4.9
65,-0.877318155458152,0.626514776661189,2.79242172652201,20.2929744336093,-0.011411650299586,25.338499273747,0.063687371258768,6.55351762863032,6.22901042453588,0.0262745879596,6.4,5.8
67,-0.461691647179182,0.661479839223893,3.44728516530663,19.7266302682224,-0.00216468155027,21.6311923021153,0.042465924727506,8.08385286090297,6.76581892539415,0.026413240988631,7.2,6.8
68,-2.97609633589737,0.539067031607689,4.03873950205737,24.6260414133407,-0.00380707570717,30.2559239816461,0.13571572732403,13.1333632757055,6.67201379156696,0.082247105003177,3.8,4.9
69,-10.625944083426,0.509198545619451,0.336878884092297,23.816985860776,-0.010171226564378,64.0922803031148,0.11786035355139,0.865639655749341,7.04021535365562,0.0677429761728,3.2,3.9
70,-1.93579286204068,0.614850515122558,3.69796517477178,21.4633913064879,-0.021548679672303,25.7709788301944,0.0770757309806,10.0660726092454,5.74560777864445,0.046156170538659,4.4,3.6
71,3.02364088456789,0.557553101702658,70.8816899237802,20.5570289462187,0.016679954540427,20.9341484311372,0.050192927946574,181.716279592145,6.24394851849947,0.018785118527242,5.9,3.7
72,0.615300415879381,0.620955318729439,12.2690181401737,19.8714611967183,0.01826208562786,13.9872317834646,0.050249595030807,23.9289627176432,5.70362485185928,0.026656382745243,6.7,5.6
73,-1.97561898109545,0.475616335685901,7.22763844565968,24.3102813924411,0.038071992400058,31.5252803227128,0.08927818904895,16.1261291672033,5.39384264294968,0.065048127829485,5.8,5.6
74,-5.97653763838407,0.593233016943319,2.19661662188429,20.8164426499341,0.001278638503061,51.7744480425677,0.030066334651082,4.56741738076333,6.62750722830564,0.005060021063441,3,4.3
